class,petal-shape,petal-surface,petal-color,petal-secondary-color,thorns,scent,fruit-taste,fruit-spacing,fruit-size,fruit-color,root,stem,stem-surface-primary,stem-surface-secondary,seed-color,seed-size,reproductive-organ-color,reproductive-organ,receptacle-shape,seed-dispersal,population,habitat
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,g
p,x,f,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,g
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,p
e,x,y,r,w,f,n,f,c,n,p,?,e,s,f,w,p,w,o,f,h,v,d
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,g
p,x,f,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,d
p,x,y,n,w,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,d
p,k,y,n,w,f,n,f,c,n,w,?,e,k,y,n,p,w,o,e,w,v,d
p,f,f,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,x,y,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,d
p,x,y,g,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,g
p,f,y,g,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,x,f,y,p,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,x,f,g,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,d
p,x,y,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,d
p,x,y,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,x,y,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
e,f,y,e,g,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
p,f,f,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,p
p,x,y,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,f,f,y,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,g
p,x,f,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,p
p,f,f,g,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,f,f,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,f,s,b,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,s,u
p,x,y,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,y,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,f,f,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,f,y,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
p,f,f,y,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,d
p,f,y,g,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,x,y,g,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
e,x,s,e,w,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,f,f,g,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,d
p,f,f,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,f,y,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
p,x,y,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
p,f,y,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,d
p,x,f,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,b,y,w,w,t,n,f,w,n,w,b,e,s,s,w,p,w,o,p,w,c,l
p,f,s,b,w,t,f,f,c,b,h,b,t,s,s,w,p,w,o,p,h,v,u
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,p
p,f,y,g,b,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,p
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,p
p,f,f,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
p,x,y,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,x,f,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,g
p,f,f,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,g
p,x,s,w,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,s,u
e,f,y,g,g,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,v,d
p,x,y,n,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,y,g,p,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,f,f,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
e,f,y,e,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,b,w,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,x,y,y,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,p
p,x,y,y,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,f,f,y,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
p,f,y,g,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,g
p,x,f,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,p
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,x,y,g,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
p,f,y,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,f,y,g,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
e,x,y,u,w,f,n,f,c,n,h,?,e,s,f,w,p,w,o,f,h,y,d
p,x,f,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,g
p,f,f,y,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
p,f,f,y,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,x,f,y,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,f,f,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,f,g,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,y,g,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,f,f,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,f,f,y,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,p
p,f,f,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,f,y,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,g
p,f,f,y,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
e,f,f,e,g,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
p,f,s,b,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,u
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,d
p,f,f,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,p
p,x,y,y,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,g
p,f,f,y,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,p
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,d
e,f,y,n,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,v,d
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
e,x,s,b,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,x,y,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,g
p,x,f,y,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,x,y,y,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,f,y,g,b,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,p
e,f,f,e,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
p,f,f,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,d
p,f,f,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,d
p,x,f,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,f,y,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,p
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,f,y,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,f,f,y,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,d
p,f,y,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,p
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,d
p,f,f,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,g
p,x,s,g,w,f,c,f,c,n,p,b,e,s,s,w,p,w,o,p,k,v,d
p,x,y,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,f,s,g,w,t,f,f,c,b,h,b,t,f,f,w,p,w,o,p,h,s,u
p,x,y,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
p,x,y,y,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,p
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,d
e,f,y,g,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,y,d
p,f,f,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,f,y,g,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,p
p,x,y,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,x,y,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,x,f,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,p
e,f,y,n,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
p,x,y,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
p,f,f,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,g,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
p,x,y,y,p,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,g
p,f,f,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,p
p,f,f,g,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,x,y,y,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
e,k,y,b,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,p
p,x,y,n,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,x,y,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,p
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,d
p,f,f,g,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,g
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,x,f,y,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
p,x,s,w,w,t,f,f,c,b,p,b,t,f,f,w,p,w,o,p,h,v,u
p,x,y,y,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,g
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
p,x,f,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,x,y,y,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,p
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
p,f,y,g,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,f,f,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,p
p,f,f,g,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,p
e,f,y,n,w,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
p,x,y,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,x,y,g,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,d
p,f,f,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,p
p,x,y,g,p,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,d
p,x,f,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
e,f,f,c,w,f,n,f,w,n,w,b,e,s,f,n,p,w,o,e,w,v,l
p,f,y,g,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,g,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,f,f,y,w,f,n,f,c,n,w,?,e,k,y,y,p,w,o,e,w,v,d
p,f,f,y,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,p
p,x,s,g,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,v,g
e,f,s,n,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,x,y,n,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,g,w,f,c,f,w,n,u,b,e,s,s,w,p,w,o,p,k,v,d
p,x,f,y,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,d
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
p,x,y,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,g,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,d
p,f,y,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
p,x,f,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,d
p,f,f,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,p
p,f,f,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,p
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,f,f,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,p
p,f,f,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,x,y,g,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,g,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,d
e,x,s,b,e,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,f,f,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,d
p,x,f,y,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,d
p,x,y,n,p,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,y,g,b,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
p,f,y,g,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,p
p,f,y,g,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,d
p,f,f,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,x,y,y,n,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,d
p,x,f,y,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,f,g,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,p
p,x,y,g,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,p
p,f,f,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,x,f,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,g
e,x,y,u,w,f,n,f,c,n,h,?,e,s,f,w,p,w,o,f,h,v,d
e,f,y,b,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,d
p,x,y,y,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
p,x,y,g,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,g
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,d
p,f,y,g,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,f,f,g,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
p,x,f,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,g
p,f,f,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,g
p,f,f,g,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,f,s,b,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,v,g
p,f,s,w,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,m
p,x,y,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,f,f,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,p
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,x,f,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,x,f,y,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
e,f,f,g,g,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,u,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,v,d
p,x,y,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,d
p,f,f,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,d
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,x,y,y,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,p
p,x,f,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,x,y,y,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,p
p,f,f,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,x,y,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,p
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,f,y,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,x,f,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
e,f,f,e,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,v,d
p,x,y,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,d
p,f,f,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,d
p,x,y,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,p
p,f,y,g,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,p
p,f,f,g,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,f,f,g,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,f,f,g,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,g
p,f,y,g,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,f,f,y,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,d
p,x,f,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,d
p,x,y,g,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
p,x,y,g,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,x,f,w,w,f,c,f,c,n,g,b,e,s,s,w,p,w,o,p,n,v,d
p,f,f,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,x,f,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,p
p,f,y,g,p,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,x,f,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
p,f,y,g,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,d
p,f,y,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,d
p,f,f,y,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,p
p,x,y,g,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,f,f,y,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,p
p,x,f,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,d
p,f,f,y,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,g
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,f,f,y,b,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
p,x,f,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,g
p,f,y,g,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,g
p,f,f,g,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,d
p,f,f,g,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,g
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,d
p,x,y,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,d
p,x,y,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,f,f,y,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,x,y,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,d
p,x,y,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,n,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,d
e,f,y,b,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,f,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,d
p,f,y,g,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,x,y,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,f,y,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,p
p,f,y,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,v,p
p,x,f,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
p,f,f,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,d
